number,city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
242,Alicante,Alicante,38.3512,-0.4836,Spain,ES,ESP,Valencia,minor,315863,1724923163
243,TimiÅŸoara,Timisoara,45.7588,21.2234,Romania,RO,ROU,TimiÅŸ,admin,315053,1642603121
244,Pescara,Pescara,42.4554,14.2187,Italy,IT,ITA,Abruzzo,minor,314789,1380000966
245,Gdynia,Gdynia,54.5204,18.53,Poland,PL,POL,Pomorskie,minor,314664,1616385189
246,Varna,Varna,43.2156,27.8953,Bulgaria,BG,BGR,Varna,admin,312770,1100789115
247,Koblenz,Koblenz,50.3505,7.6,Germany,DE,DEU,Rhineland-Palatinate,minor,312633,1276605495
248,Cherepovets,Cherepovets,59.1404,37.91,Russia,RU,RUS,Vologodskaya Oblastâ€™,,311850,1643937680
249,GalaÅ£i,Galati,45.4559,28.0459,Romania,RO,ROU,GalaÅ£i,admin,311156,1642571620
250,BraÅŸov,Brasov,45.6475,25.6072,Romania,RO,ROU,BraÅŸov,admin,311044,1642328429
251,Chita,Chita,52.055,113.465,Russia,RU,RUS,Zabaykalâ€™skiy Kray,admin,308500,1643036673
252,Nalâ€™chik,Nal'chik,43.4981,43.6179,Russia,RU,RUS,Kabardino-Balkariya,admin,307866,1643746064
253,Chernihiv,Chernihiv,51.5049,31.3015,Ukraine,UA,UKR,Chernihivsâ€™ka Oblastâ€™,admin,307684,1804565996
254,Craiova,Craiova,44.3263,23.8259,Romania,RO,ROU,Dolj,admin,304142,1642859458
255,ConstanÅ£a,Constanta,44.2027,28.61,Romania,RO,ROU,ConstanÅ£a,admin,303399,1642851858
256,Saransk,Saransk,54.1704,45.18,Russia,RU,RUS,Mordoviya,admin,303394,1643003229
257,Chemnitz,Chemnitz,50.83,12.92,Germany,DE,DEU,Saxony,minor,302643,1276519956
258,Kingston upon Hull,Kingston upon Hull,53.7504,-0.33,United Kingdom,GB,GBR,"Kingston upon Hull, City of",admin,302296,1826028894
259,Tambov,Tambov,52.73,41.43,Russia,RU,RUS,Tambovskaya Oblastâ€™,admin,301482,1643802687
260,Brest,Brest,52.1,23.7,Belarus,BY,BLR,Brestskaya Voblastsâ€™,admin,300715,1112896927
261,Chernivtsi,Chernivtsi,48.3053,25.9216,Ukraine,UA,UKR,Chernivetsâ€™ka Oblastâ€™,admin,298251,1804652872
262,Cherkasy,Cherkasy,49.4347,32.0709,Ukraine,UA,UKR,Cherkasâ€™ka Oblastâ€™,admin,297568,1804459212
263,Vologda,Vologda,59.21,39.92,Russia,RU,RUS,Vologodskaya Oblastâ€™,admin,294889,1643013685
264,Sumy,Sumy,50.9243,34.7809,Ukraine,UA,UKR,Sumsâ€™ka Oblastâ€™,admin,294456,1804489982
265,Abertawe,Abertawe,51.63,-3.95,United Kingdom,GB,GBR,Swansea,admin,294339,1826574888
266,BiaÅ‚ystok,Bialystok,53.1504,23.17,Poland,PL,POL,Podlaskie,admin,291855,1616443575
267,Cagliari,Cagliari,39.2224,9.104,Italy,IT,ITA,Sardegna,admin,291511,1380685705
268,Kassel,Kassel,51.3,9.5,Germany,DE,DEU,Hesse,minor,289924,1276791686
269,CÃ¡diz,Cadiz,36.535,-6.225,Spain,ES,ESP,Andalusia,minor,283157,1724502822
270,Zhytomyr,Zhytomyr,50.2456,28.6622,Ukraine,UA,UKR,Zhytomyrsâ€™ka Oblastâ€™,admin,282192,1804540656
271,Taganrog,Taganrog,47.23,38.92,Russia,RU,RUS,Rostovskaya Oblastâ€™,,279056,1643228316
272,Kostroma,Kostroma,57.77,40.94,Russia,RU,RUS,Kostromskaya Oblastâ€™,admin,277656,1643869304
273,Komsomolâ€™sk-na-Amure,Komsomol'sk-na-Amure,50.555,137.02,Russia,RU,RUS,Khabarovskiy Kray,minor,275908,1643862307
274,Prokopâ€™yevsk,Prokop'yevsk,53.9,86.71,Russia,RU,RUS,Kemerovskaya Oblastâ€™,,275615,1643653477
275,Pamplona,Pamplona,42.82,-1.65,Spain,ES,ESP,Navarre,admin,274545,1724483329
276,Blackpool,Blackpool,53.8304,-3.05,United Kingdom,GB,GBR,Blackpool,admin,272792,1826093175
277,Venice,Venice,45.4387,12.335,Italy,IT,ITA,Veneto,admin,270816,1380660414
278,MÃ¼nster,Munster,51.9704,7.62,Germany,DE,DEU,North Rhine-Westphalia,minor,270184,1276714504
279,Kiel,Kiel,54.3304,10.13,Germany,DE,DEU,Schleswig-Holstein,admin,269427,1276305306
280,MalmÃ¶,Malmo,55.5833,13.0333,Sweden,SE,SWE,SkÃ¥ne,admin,269349,1752705818
281,Nancy,Nancy,48.6837,6.2,France,FR,FRA,Grand Est,minor,268976,1250925250
282,Sterlitamak,Sterlitamak,53.63,55.96,Russia,RU,RUS,Bashkortostan,,267231,1643812452
283,Lausanne,Lausanne,46.5304,6.65,Switzerland,CH,CHE,Vaud,admin,265702,1756055099
284,Saint-Ã‰tienne,Saint-Etienne,45.4304,4.38,France,FR,FRA,Auvergne-RhÃ´ne-Alpes,minor,265684,1250000540
285,Petrozavodsk,Petrozavodsk,61.85,34.28,Russia,RU,RUS,Kareliya,admin,265025,1643319966
286,Graz,Graz,47.0778,15.41,Austria,AT,AUT,Steiermark,admin,263234,1040184559
287,Tampere,Tampere,61.5,23.75,Finland,FI,FIN,Pirkanmaa,admin,259279,1246964318
288,Dzerzhinsk,Dzerzhinsk,56.2504,43.46,Russia,RU,RUS,Nizhegorodskaya Oblastâ€™,,256537,1643076798
289,Rivne,Rivne,50.6166,26.2528,Ukraine,UA,UKR,Rivnensâ€™ka Oblastâ€™,admin,255106,1804144712
290,Freiburg im Breisgau,Freiburg im Breisgau,48.0004,7.8699,Germany,DE,DEU,Baden-WÃ¼rttemberg,minor,254889,1276371228
291,Messina,Messina,38.2005,15.55,Italy,IT,ITA,Sicilia,minor,252026,1380622386
292,Caserta,Caserta,41.06,14.3374,Italy,IT,ITA,Campania,minor,250000,1380614087
293,Como,Como,45.81,9.08,Italy,IT,ITA,Lombardy,minor,250000,1380994905
294,NiÅ¡,Nis,43.3304,21.9,Serbia,RS,SRB,NiÅ¡,admin,250000,1688661068
295,Lucerne,Lucerne,47.0504,8.28,Switzerland,CH,CHE,Luzern,admin,250000,1756544536
296,Kropyvnytsâ€™kyy,Kropyvnyts'kyy,48.5041,32.2603,Ukraine,UA,UKR,Kirovohradsâ€™ka Oblastâ€™,admin,249454,1804374492
297,Melun,Melun,48.5333,2.6666,France,FR,FRA,ÃŽle-de-France,minor,249432,1250913458
298,Miskolc,Miskolc,48.1004,20.78,Hungary,HU,HUN,Borsod-AbaÃºj-ZemplÃ©n,admin,247757,1348668815
299,Plymouth,Plymouth,50.3854,-4.16,United Kingdom,GB,GBR,Plymouth,admin,247297,1826947183
300,Orsk,Orsk,51.21,58.6273,Russia,RU,RUS,Orenburgskaya Oblastâ€™,,246836,1643003114
301,Bratsk,Bratsk,56.157,101.615,Russia,RU,RUS,Irkutskaya Oblastâ€™,,246348,1643485535
302,RzeszÃ³w,Rzeszow,50.0705,22,Poland,PL,POL,Podkarpackie,admin,245686,1616879570
303,Nizhnevartovsk,Nizhnevartovsk,60.935,76.58,Russia,RU,RUS,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,,244937,1643786132
304,Ternopilâ€™,Ternopil',49.536,25.5821,Ukraine,UA,UKR,Ternopilâ€™sâ€™ka Oblastâ€™,admin,244768,1804000146
305,Braunschweig,Braunschweig,52.25,10.5,Germany,DE,DEU,Lower Saxony,minor,244715,1276941443
306,Angarsk,Angarsk,52.56,103.92,Russia,RU,RUS,Irkutskaya Oblastâ€™,,243158,1643989118
307,Le Havre,Le Havre,49.505,0.105,France,FR,FRA,Normandie,minor,242124,1250775297
308,Novorossiysk,Novorossiysk,44.73,37.7699,Russia,RU,RUS,Krasnodarskiy Kray,,241856,1643087180
309,Ivano-Frankivsâ€™k,Ivano-Frankivs'k,48.9348,24.7094,Ukraine,UA,UKR,Ivano-Frankivsâ€™ka Oblastâ€™,admin,241239,1804208152
310,FÃ¼rth,Furth,49.47,11,Germany,DE,DEU,Bavaria,minor,237844,1276580165
311,Aarhus,Aarhus,56.1572,10.2107,Denmark,DK,DNK,Midtjylland,minor,237551,1208841031
312,KoÅ¡ice,Kosice,48.7304,21.25,Slovakia,SK,SVK,KoÅ¡ickÃ½,admin,236563,1703452690
313,Tours,Tours,47.3804,0.6999,France,FR,FRA,Centre-Val de Loire,minor,236096,1250635972
314,Luton,Luton,51.8804,-0.42,United Kingdom,GB,GBR,Luton,admin,235958,1826630574
315,Oviedo,Oviedo,43.3505,-5.83,Spain,ES,ESP,Asturias,admin,235651,1724090743
316,Yakutsk,Yakutsk,62.035,129.735,Russia,RU,RUS,Sakha (Yakutiya),admin,235600,1643163546
317,LÃ¼beck,Lubeck,53.8704,10.67,Germany,DE,DEU,Schleswig-Holstein,minor,235390,1276852342
318,Nizhnekamsk,Nizhnekamsk,55.6404,51.82,Russia,RU,RUS,Tatarstan,,234297,1643493938
319,Clermont-Ferrand,Clermont-Ferrand,45.78,3.08,France,FR,FRA,Auvergne-RhÃ´ne-Alpes,minor,233050,1250135509
320,Kremenchuk,Kremenchuk,49.0835,33.4296,Ukraine,UA,UKR,Poltavsâ€™ka Oblastâ€™,,232742,1804789102
321,PloieÅŸti,Ploiesti,44.9469,26.0365,Romania,RO,ROU,Prahova,admin,232542,1642169731
322,Debrecen,Debrecen,47.5305,21.63,Hungary,HU,HUN,HajdÃº-Bihar,admin,231286,1348460698
323,OsnabrÃ¼ck,Osnabruck,52.2804,8.05,Germany,DE,DEU,Lower Saxony,minor,231268,1276554949
324,Syktyvkar,Syktyvkar,61.66,50.82,Russia,RU,RUS,Komi,admin,230910,1643573386
325,Magdeburg,Magdeburg,52.1304,11.62,Germany,DE,DEU,Saxony-Anhalt,admin,229826,1276418236
326,Noginsk,Noginsk,55.8704,38.48,Russia,RU,RUS,Moskovskaya Oblastâ€™,,229731,1643001706
327,Noginsk,Noginsk,64.4833,91.2333,Russia,RU,RUS,Krasnoyarskiy Kray,,229731,1643129651
328,Staryy Oskol,Staryy Oskol,51.3004,37.84,Russia,RU,RUS,Belgorodskaya Oblastâ€™,,226977,1643807951
329,Groznyy,Groznyy,43.3187,45.6987,Russia,RU,RUS,Chechnya,admin,226100,1643049853
330,Kolpino,Kolpino,59.73,30.65,Russia,RU,RUS,Sankt-Peterburg,,225801,1643448070
331,Novi Sad,Novi Sad,45.2504,19.8499,Serbia,RS,SRB,Novi Sad,admin,225457,1688169087
332,Vitoria-Gasteiz,Vitoria-Gasteiz,42.85,-2.67,Spain,ES,ESP,Basque Country,admin,224578,1724975338
333,Banja Luka,Banja Luka,44.7804,17.18,Bosnia And Herzegovina,BA,BIH,"Srpska, Republika",admin,221738,1070859064
334,Shakhty,Shakhty,47.7204,40.27,Russia,RU,RUS,Rostovskaya Oblastâ€™,,221312,1643542365
335,Blagoveshchensk,Blagoveshchensk,50.2666,127.5333,Russia,RU,RUS,Amurskaya Oblastâ€™,admin,221296,1643308239
336,Babruysk,Babruysk,53.1266,29.1928,Belarus,BY,BLR,Mahilyowskaya Voblastsâ€™,minor,220517,1112573808
337,Velikiy Novgorod,Velikiy Novgorod,58.5,31.33,Russia,RU,RUS,Novgorodskaya Oblastâ€™,admin,218717,1643774241
338,Potsdam,Potsdam,52.4004,13.07,Germany,DE,DEU,Brandenburg,admin,218095,1276395100
339,OrlÃ©ans,Orleans,47.9004,1.9,France,FR,FRA,Centre-Val de Loire,admin,217301,1250441405
340,Rybinsk,Rybinsk,58.0503,38.82,Russia,RU,RUS,Yaroslavskaya Oblastâ€™,,216724,1643113701
341,Groningen,Groningen,53.2204,6.58,Netherlands,NL,NLD,Groningen,admin,216688,1528295161
342,Trieste,Trieste,45.6504,13.8,Italy,IT,ITA,Friuli-Venezia Giulia,admin,216035,1380102581
343,Kielce,Kielce,50.8904,20.66,Poland,PL,POL,ÅšwiÄ™tokrzyskie,admin,215733,1616176351
344,Mulhouse,Mulhouse,47.7504,7.35,France,FR,FRA,Grand Est,minor,215454,1250218452
345,Biysk,Biysk,52.5341,85.18,Russia,RU,RUS,Altayskiy Kray,,215430,1643652314
346,Split,Split,43.5204,16.47,Croatia,HR,HRV,Splitsko-Dalmatinska Å½upanija,admin,214741,1191440208
347,Oradea,Oradea,47.05,21.92,Romania,RO,ROU,Bihor,admin,213830,1642066626
348,Lutsâ€™k,Luts'k,50.7472,25.3334,Ukraine,UA,UKR,Volynsâ€™ka Oblastâ€™,admin,213661,1804014744
349,Bergen,Bergen,60.391,5.3245,Norway,NO,NOR,Hordaland,admin,213585,1578465701
350,BrÄƒila,Braila,45.292,27.969,Romania,RO,ROU,BrÄƒila,admin,213569,1642286806
351,Rennes,Rennes,48.1,-1.67,France,FR,FRA,Bretagne,admin,209375,1250363682
352,Santander,Santander,43.3805,-3.8,Spain,ES,ESP,Cantabria,admin,208763,1724247413
353,Salzburg,Salzburg,47.8105,13.04,Austria,AT,AUT,Salzburg,admin,206279,1040312147
354,Funchal,Funchal,32.65,-16.88,Portugal,PT,PRT,Madeira,admin,204767,1620995356
355,Pisa,Pisa,43.7205,10.4,Italy,IT,ITA,Tuscany,minor,203336,1380310225
356,Erfurt,Erfurt,50.9701,11.03,Germany,DE,DEU,Thuringia,admin,203254,1276924655
357,Rostock,Rostock,54.0704,12.15,Germany,DE,DEU,Mecklenburg-Western Pomerania,,203080,1276210265
358,Taranto,Taranto,40.5084,17.23,Italy,IT,ITA,Puglia,minor,202033,1380707445
359,Pskov,Pskov,57.83,28.3299,Russia,RU,RUS,Pskovskaya Oblastâ€™,admin,201990,1643877414
360,Cartagena,Cartagena,37.6004,-0.98,Spain,ES,ESP,Murcia,,201274,1724143241
361,Bergamo,Bergamo,45.7004,9.67,Italy,IT,ITA,Lombardy,minor,200000,1380253521
362,BacÄƒu,Bacau,46.5784,26.9196,Romania,RO,ROU,BacÄƒu,admin,199668,1642838304
363,Balakovo,Balakovo,52.03,47.8,Russia,RU,RUS,Saratovskaya Oblastâ€™,,199572,1643480033
364,Armavir,Armavir,45.0004,41.13,Russia,RU,RUS,Krasnodarskiy Kray,,199548,1643809754
365,Bila Tserkva,Bila Tserkva,49.7743,30.1309,Ukraine,UA,UKR,Kyyivsâ€™ka Oblastâ€™,minor,199163,1804758853
366,Reims,Reims,49.2504,4.03,France,FR,FRA,Grand Est,minor,196565,1250608730
367,Engelâ€™s,Engel's,51.5004,46.12,Russia,RU,RUS,Saratovskaya Oblastâ€™,,196011,1643653861
368,Burgas,Burgas,42.5146,27.4746,Bulgaria,BG,BGR,Burgas,admin,195966,1100365645
369,Severodvinsk,Severodvinsk,64.57,39.83,Russia,RU,RUS,Arkhangelâ€™skaya Oblastâ€™,,194292,1643427671
370,Oxford,Oxford,51.7704,-1.25,United Kingdom,GB,GBR,Oxfordshire,admin,192796,1826689568
371,KlaipÄ—da,Klaipeda,55.7204,21.1199,Lithuania,LT,LTU,KlaipÄ—dos Miestas,admin,192307,1440897790
372,Zlatoust,Zlatoust,55.175,59.65,Russia,RU,RUS,Chelyabinskaya Oblastâ€™,,191366,1643000102
373,Norwich,Norwich,52.6304,1.3,United Kingdom,GB,GBR,Norfolk,admin,190756,1826688051
374,Caen,Caen,49.1838,-0.35,France,FR,FRA,Normandie,minor,190099,1250001272
375,Aberdeen,Aberdeen,57.1704,-2.08,United Kingdom,GB,GBR,Aberdeen City,admin,189364,1826324306
376,Syzranâ€™,Syzran',53.17,48.48,Russia,RU,RUS,Samarskaya Oblastâ€™,,189338,1643711617
377,Cork,Cork,51.8986,-8.4958,Ireland,IE,IRL,Cork,admin,188907,1372221853
378,Angers,Angers,47.48,-0.53,France,FR,FRA,Pays de la Loire,minor,188380,1250962174
379,Szeged,Szeged,46.2504,20.15,Hungary,HU,HUN,CsongrÃ¡d,admin,187765,1348655615
380,Petropavlovsk-Kamchatskiy,Petropavlovsk-Kamchatskiy,53.062,158.623,Russia,RU,RUS,Kamchatskiy Kray,admin,187282,1643129247
381,Olsztyn,Olsztyn,53.8,20.48,Poland,PL,POL,WarmiÅ„sko-Mazurskie,admin,186670,1616383275
382,PÃ©cs,Pecs,46.0804,18.22,Hungary,HU,HUN,Baranya,admin,186262,1348611992
383,Marbella,Marbella,36.5166,-4.8833,Spain,ES,ESP,Andalusia,,186131,1724685705
384,Mainz,Mainz,49.9825,8.2732,Germany,DE,DEU,Rhineland-Palatinate,admin,184997,1276801317
385,Ruse,Ruse,43.8537,25.9733,Bulgaria,BG,BGR,Ruse,admin,184270,1100854249
386,Kramatorsâ€™k,Kramators'k,48.7194,37.5344,Ukraine,UA,UKR,Donetsâ€™ka Oblastâ€™,,184105,1804461469
387,MatarÃ³,Mataro,41.54,2.45,Spain,ES,ESP,Catalonia,,183293,1724901780
388,Kamensk-Uralâ€™skiy,Kamensk-Ural'skiy,56.4205,61.935,Russia,RU,RUS,Sverdlovskaya Oblastâ€™,,182500,1643640451
389,CastellÃ³n de la Plana,Castellon de la Plana,39.9704,-0.05,Spain,ES,ESP,Valencia,minor,180610,1724579885
390,Reggio di Calabria,Reggio di Calabria,38.115,15.6414,Italy,IT,ITA,Calabria,minor,180353,1380630212
391,AlmerÃ­a,Almeria,36.8303,-2.43,Spain,ES,ESP,Andalusia,minor,179405,1724745640
392,Treviso,Treviso,45.67,12.24,Italy,IT,ITA,Veneto,minor,177309,1380900516
393,NyÃ­regyhÃ¡za,Nyiregyhaza,47.9653,21.7187,Hungary,HU,HUN,Szabolcs-SzatmÃ¡r-Bereg,admin,176880,1348653343
394,Yuzhno-Sakhalinsk,Yuzhno-Sakhalinsk,46.965,142.74,Russia,RU,RUS,Sakhalinskaya Oblastâ€™,admin,176484,1643703767
395,Turku,Turku,60.4539,22.255,Finland,FI,FIN,Varsinais-Suomi,admin,175945,1246456609
396,Modena,Modena,44.65,10.92,Italy,IT,ITA,Emilia-Romagna,minor,175502,1380306270
397,Stavanger,Stavanger,58.97,5.68,Norway,NO,NOR,Rogaland,admin,173132,1578801684
398,Ulm,Ulm,48.4004,10,Germany,DE,DEU,Baden-WÃ¼rttemberg,minor,172955,1276002212
399,Kragujevac,Kragujevac,44.02,20.92,Serbia,RS,SRB,Kragujevac,admin,171197,1688832387
400,PiteÅŸti,Pitesti,44.8563,24.8758,Romania,RO,ROU,ArgeÅŸ,admin,171021,1642781938
401,Rijeka,Rijeka,45.33,14.45,Croatia,HR,HRV,Primorsko-Goranska Å½upanija,admin,170992,1191949063
402,Burgos,Burgos,42.3504,-3.68,Spain,ES,ESP,Castille-Leon,minor,170183,1724993285
403,ÄŒaÄak,Cacak,43.8897,20.3301,Serbia,RS,SRB,ÄŒaÄak,admin,170000,1688216463
404,Dijon,Dijon,47.3304,5.03,France,FR,FRA,Bourgogne-Franche-ComtÃ©,admin,169946,1250505606
405,NÃ®mes,Nimes,43.8304,4.35,France,FR,FRA,Occitanie,minor,169547,1250417467
406,Arad,Arad,46.17,21.32,Romania,RO,ROU,Arad,admin,169065,1642996909
407,Baranavichy,Baranavichy,53.1368,26.0134,Belarus,BY,BLR,Brestskaya Voblastsâ€™,minor,168772,1112421165
408,WÃ¼rzburg,Wurzburg,49.8004,9.95,Germany,DE,DEU,Bavaria,minor,168561,1276233514
409,Berezniki,Berezniki,59.42,56.76,Russia,RU,RUS,Permskiy Kray,,167748,1643757810
410,Volgodonsk,Volgodonsk,47.51,42.1599,Russia,RU,RUS,Rostovskaya Oblastâ€™,,167731,1643784914
411,Miass,Miass,54.9954,60.0949,Russia,RU,RUS,Chelyabinskaya Oblastâ€™,,167500,1643043679
412,Oldenburg,Oldenburg,53.13,8.22,Germany,DE,DEU,Lower Saxony,minor,167458,1276946953
413,Abakan,Abakan,53.7037,91.445,Russia,RU,RUS,Khakasiya,admin,167289,1643946203
414,Novocherkassk,Novocherkassk,47.42,40.08,Russia,RU,RUS,Rostovskaya Oblastâ€™,,166974,1643990727
415,Parma,Parma,44.8104,10.32,Italy,IT,ITA,Emilia-Romagna,minor,166011,1380655938
416,Norilâ€™sk,Noril'sk,69.34,88.225,Russia,RU,RUS,Krasnoyarskiy Kray,,165873,1643832764
417,Elbasan,Elbasan,41.1215,20.0838,Albania,AL,ALB,Elbasan,admin,165010,1008409270
418,Zenica,Zenica,44.22,17.92,Bosnia And Herzegovina,BA,BIH,"Bosnia and Herzegovina, Federation of",minor,164423,1070047832
419,Regensburg,Regensburg,49.0204,12.12,Germany,DE,DEU,Bavaria,minor,164359,1276000325
420,PlzeÅˆ,Plzen,49.7404,13.36,Czechia,CZ,CZE,PlzeÅˆskÃ½ Kraj,admin,164180,1203402469
421,PÃ¡tra,Patra,38.23,21.73,Greece,GR,GRC,DytikÃ­ EllÃ¡da,admin,163360,1300201099
422,Ingolstadt,Ingolstadt,48.7704,11.45,Germany,DE,DEU,Bavaria,minor,163325,1276803150
423,Mostar,Mostar,43.3505,17.82,Bosnia And Herzegovina,BA,BIH,"Bosnia and Herzegovina, Federation of",minor,163067,1070000220
424,Lecce,Lecce,40.3604,18.15,Italy,IT,ITA,Puglia,minor,162582,1380057273
425,Salamanca,Salamanca,40.9704,-5.67,Spain,ES,ESP,Castille-Leon,minor,162353,1724960825
426,Rubtsovsk,Rubtsovsk,51.52,81.21,Russia,RU,RUS,Altayskiy Kray,,161065,1643450182
427,Salavat,Salavat,53.3703,55.93,Russia,RU,RUS,Bashkortostan,,159893,1643996483
428,Nakhodka,Nakhodka,42.8374,132.8874,Russia,RU,RUS,Primorskiy Kray,,159551,1643144321
429,Nakhodka,Nakhodka,67.7504,77.52,Russia,RU,RUS,Yamalo-Nenetskiy Avtonomnyy Okrug,,159551,1643884797
430,York,York,53.9704,-1.08,United Kingdom,GB,GBR,York,admin,158947,1826149980
431,Maykop,Maykop,44.61,40.12,Russia,RU,RUS,Adygeya,admin,158451,1643584159
432,Odense,Odense,55.4004,10.3833,Denmark,DK,DNK,Syddanmark,minor,158222,1208194249
433,Albacete,Albacete,39.0003,-1.87,Spain,ES,ESP,Castille-La Mancha,minor,158094,1724000069
434,Melitopolâ€™,Melitopol',46.8378,35.3775,Ukraine,UA,UKR,Zaporizâ€™ka Oblastâ€™,minor,158000,1804906240
435,Ussuriysk,Ussuriysk,43.8,132.02,Russia,RU,RUS,Primorskiy Kray,,157068,1643001263
436,Tiraspol,Tiraspol,46.8531,29.64,Moldova,MD,MDA,StÃ®nga Nistrului,admin,157000,1498104958
437,Livorno,Livorno,43.5511,10.3023,Italy,IT,ITA,Tuscany,minor,156274,1380159305
438,ShkodÃ«r,Shkoder,42.0685,19.5188,Albania,AL,ALB,ShkodÃ«r,admin,155767,1008977725
439,Sibiu,Sibiu,45.7971,24.1371,Romania,RO,ROU,Sibiu,admin,155565,1642393086
440,Horad Barysaw,Horad Barysaw,54.226,28.4922,Belarus,BY,BLR,Minskaya Voblastsâ€™,minor,155389,1112659163
441,Innsbruck,Innsbruck,47.2804,11.41,Austria,AT,AUT,Tirol,admin,155214,1040038924
442,Foggia,Foggia,41.4605,15.56,Italy,IT,ITA,Puglia,minor,155203,1380084447
443,Kovrov,Kovrov,56.3604,41.33,Russia,RU,RUS,Vladimirskaya Oblastâ€™,,154224,1643110693
444,Novokuybyshevsk,Novokuybyshevsk,53.12,49.9199,Russia,RU,RUS,Samarskaya Oblastâ€™,,152334,1643467643
445,Limoges,Limoges,45.83,1.25,France,FR,FRA,Nouvelle-Aquitaine,minor,152199,1250736774
446,Dundee,Dundee,56.4704,-3,United Kingdom,GB,GBR,Dundee City,admin,151592,1826581481
447,BÄƒlÅ£i,Balti,47.7591,27.9053,Moldova,MD,MDA,BÄƒlÅ£i,admin,151355,1498172131
448,Uzhhorod,Uzhhorod,48.63,22.25,Ukraine,UA,UKR,Zakarpatsâ€™ka Oblastâ€™,admin,150832,1804851697
449,TÃ¢rgu-MureÅŸ,Targu-Mures,46.5582,24.5578,Romania,RO,ROU,MureÅŸ,admin,149433,1642875714
450,Perugia,Perugia,43.1104,12.39,Italy,IT,ITA,Umbria,admin,149125,1380939013
451,Kolomna,Kolomna,55.08,38.785,Russia,RU,RUS,Moskovskaya Oblastâ€™,,147690,1643196698
452,Trondheim,Trondheim,63.4167,10.4167,Norway,NO,NOR,,minor,147139,1578633461
453,Aix-en-Provence,Aix-en-Provence,43.52,5.45,France,FR,FRA,Provence-Alpes-CÃ´te dâ€™Azur,minor,146821,1250001687
454,Perpignan,Perpignan,42.7,2.9,France,FR,FRA,Occitanie,minor,146620,1250102680
455,Biarritz,Biarritz,43.4733,-1.5616,France,FR,FRA,Nouvelle-Aquitaine,,145348,1250324713
456,Brest,Brest,48.3904,-4.495,France,FR,FRA,Bretagne,minor,144899,1250882453
457,Le Mans,Le Mans,48.0004,0.1,France,FR,FRA,Pays de la Loire,minor,144515,1250829671
458,Tuzla,Tuzla,44.5505,18.68,Bosnia And Herzegovina,BA,BIH,"Bosnia and Herzegovina, Federation of",minor,144334,1070117835
459,SzÃ©kesfehÃ©rvÃ¡r,Szekesfehervar,47.1947,18.4081,Hungary,HU,HUN,FejÃ©r,admin,144319,1348968301
460,Huelva,Huelva,37.2504,-6.9299,Spain,ES,ESP,Andalusia,minor,144174,1724420824
461,Ipswich,Ipswich,52.0703,1.17,United Kingdom,GB,GBR,Suffolk,admin,143767,1826629486
462,LogroÃ±o,Logrono,42.4704,-2.43,Spain,ES,ESP,La Rioja,admin,143698,1724721513
463,Stara Zagora,Stara Zagora,42.4231,25.6227,Bulgaria,BG,BGR,Stara Zagora,admin,143431,1100903924
464,Amiens,Amiens,49.9004,2.3,France,FR,FRA,Hauts-de-France,minor,143086,1250794759
465,Pyatigorsk,Pyatigorsk,44.08,43.09,Russia,RU,RUS,Stavropolâ€™skiy Kray,,142865,1643815630
466,Arzamas,Arzamas,55.4,43.8,Russia,RU,RUS,Nizhegorodskaya Oblastâ€™,,142597,1643088735
467,DurrÃ«s,Durres,41.3178,19.4482,Albania,AL,ALB,DurrÃ«s,admin,142432,1008173690
468,Arnhem,Arnhem,51.988,5.923,Netherlands,NL,NLD,Gelderland,admin,141674,1528862562
469,Ciudad de Melilla,Ciudad de Melilla,35.3,-2.95,Spain,ES,ESP,Melilla,,141308,1724144891
470,Alâ€™metâ€™yevsk,Al'met'yevsk,54.9004,52.3199,Russia,RU,RUS,Tatarstan,,140437,1643421011
471,Orekhovo-Zuyevo,Orekhovo-Zuyevo,55.82,38.98,Russia,RU,RUS,Moskovskaya Oblastâ€™,,140247,1643381342
472,Peterborough,Peterborough,52.5804,-0.25,United Kingdom,GB,GBR,Peterborough,admin,140141,1826626144
473,Badajoz,Badajoz,38.8804,-6.97,Spain,ES,ESP,Extremadura,minor,140133,1724759742
474,GÃ¶ttingen,Gottingen,51.5204,9.92,Germany,DE,DEU,Lower Saxony,minor,139419,1276211234
475,Bremerhaven,Bremerhaven,53.5504,8.58,Germany,DE,DEU,Bremen,minor,137751,1276991229
476,IrÃ¡kleio,Irakleio,35.325,25.1305,Greece,GR,GRC,KrÃ­ti,admin,137154,1300777854
477,Oulu,Oulu,65,25.47,Finland,FI,FIN,Pohjois-Pohjanmaa,admin,136752,1246093273
478,Baia Mare,Baia Mare,47.6595,23.5791,Romania,RO,ROU,MaramureÅŸ,admin,136553,1642459769
479,LeÃ³n,Leon,42.58,-5.57,Spain,ES,ESP,Castille-Leon,minor,136227,1724907542
480,GyÅ‘r,Gyor,47.7004,17.63,Hungary,HU,HUN,GyÅ‘r-Moson-Sopron,admin,136081,1348507878
481,Serpukhov,Serpukhov,54.9304,37.43,Russia,RU,RUS,Moskovskaya Oblastâ€™,,135584,1643395657
